"nct_id"
NCT02690077
NCT02710396
NCT02370173
NCT02363387
NCT03988920
NCT01081223
NCT03805841
NCT05168579
NCT05274165
NCT04612049
NCT04588688
NCT04558281
NCT04510090
NCT04491006
NCT04436510
NCT04365400
NCT04162470
NCT04122625
NCT03800537
NCT03766581
NCT03675321
NCT03613363
NCT03538262
NCT03522584
NCT03174782
NCT02919969
NCT01188096
NCT00632853
NCT00106691
NCT04259086
NCT03515044
NCT03285178
NCT04019275
NCT03664752
NCT03664739
NCT05310877
NCT05062759
NCT05047640
NCT05033262
NCT04963062
NCT04900220
NCT04726514
NCT04599062
NCT04585815
NCT04537208
NCT04502433
NCT04442503
NCT04411914
NCT04389671
NCT04381494
NCT04201574
NCT04176133
NCT04109196
NCT04094584
NCT04082338
NCT04020341
NCT04011280
NCT03962348
NCT03868891
NCT03850691
NCT03827655
NCT03801382
NCT03755518
NCT03739112
NCT03577106
NCT03458416
NCT03364231
NCT03303625
NCT03299816
NCT03288493
NCT03238300
NCT03154307
NCT03113500
NCT02924727
NCT02901626
NCT02798523
NCT02766582
NCT02720692
NCT02656303
NCT02628626
NCT02559609
NCT02527707
NCT01559818
NCT01326312
NCT03259568
NCT03073525
NCT04990440
NCT04829747
NCT04789499
NCT04432727
NCT04408924
NCT04264156
NCT02299414
NCT04258423
NCT04163900
NCT04161495
NCT04146038
NCT04108000
NCT03945266
NCT03916484
NCT03769311
NCT03738566
NCT03702816
NCT03533751
NCT03138889
NCT01881763
NCT01093612
NCT03100435
NCT03167723
NCT03103152
NCT05380635
NCT04711837
NCT05091307
NCT03033901
NCT03336268
NCT02975882
NCT04446377
NCT04398368
NCT04275297
NCT04247282
NCT04224688
NCT04200456
NCT02315196
NCT03766685
NCT03654274
NCT05072457
NCT03533686
NCT03363581
NCT04856917
NCT04790786
NCT03154359
NCT03148379
NCT03135834
NCT03130777
NCT03010358
NCT04615247
NCT04578015
NCT04575428
NCT02657577
NCT02621476
NCT04552132
NCT01872949
NCT04421456
NCT04341363
NCT04277962
NCT04268303
NCT04249687
NCT04249583
NCT04225260
NCT04149821
NCT04092452
NCT04029116
NCT03944057
NCT03734029
NCT03732820
NCT03724032
NCT03705962
NCT03551938
NCT03525600
NCT03472040
NCT03428126
NCT03360656
NCT03323385
NCT02906202
NCT02869789
NCT02863445
NCT02760485
NCT02661282
NCT02335944
NCT02214550
NCT02058693
NCT04594941
NCT03174184
NCT01571635
NCT00963040
NCT00908050
NCT00812214
NCT03452917
NCT03208231
NCT03113617
NCT03102242
NCT03033602
NCT03030625
NCT02994784
NCT02851303
NCT02617446
NCT02549170
NCT02101736
NCT01918397
NCT04846231
NCT04533594
NCT04447846
NCT04405245
NCT04277507
NCT04210557
NCT04198805
NCT04179890
NCT04084210
NCT03764618
NCT03721016
NCT03434275
NCT03348423
NCT03117998
NCT03100370
NCT02920008
NCT04351087
NCT04469998
NCT05150964
NCT04952402
NCT04780815
NCT04560075
NCT04378010
NCT04349072
NCT04240886
NCT03966157
NCT03733210
NCT03698994
NCT03627468
NCT03029156
NCT02684058
NCT02682238
NCT02674711
NCT02657356
NCT01719562
NCT01433289
NCT00945529
NCT00492778
NCT01985022
NCT05022602
NCT04549597
NCT04364763
NCT04249778
NCT04247815
NCT04968353
NCT05818527
NCT04839289
NCT05319899
NCT05229406
NCT05005351
NCT04971187
NCT04771611
NCT04764604
NCT04756154
NCT04728620
NCT04614246
NCT04612868
NCT04593823
NCT04585919
NCT04556383
NCT04473664
NCT04460742
NCT04444752
NCT04429022
NCT04410367
NCT04396990
NCT04351373
NCT04440813
NCT04254081
NCT04239924
NCT04203745
NCT04154904
NCT04114656
NCT04038099
NCT03956056
NCT03926195
NCT03830866
NCT03745898
NCT03699007
NCT03581188
NCT03538587
NCT03520842
NCT03454529
NCT04689867
NCT03284333
NCT03267186
NCT03111875
NCT02960659
NCT04262232
NCT02844933
NCT02797470
NCT02460497
NCT02460289
NCT02453737
NCT02384317
NCT02354651
NCT02169089
NCT04233073
NCT01130519
NCT00601198
NCT04120116
NCT04084171
NCT01235065
NCT03657810
NCT03294148
NCT03181282
NCT04983589
NCT03055507
NCT04850794
NCT04556591
NCT04394247
NCT04294095
NCT04266028
NCT04221087
NCT04200911
NCT04102007
NCT02502799
NCT03801915
NCT03657849
NCT03581305
NCT03556202
NCT03541174
NCT03329508
NCT03289039
NCT03204305
NCT03200717
NCT03105700
NCT02807506
NCT02332980
NCT02056119
NCT02038452
NCT02019693
NCT01332097
NCT00873288
NCT00863369
NCT00538031
NCT03777007
NCT04875065
NCT04863248
NCT04263454
NCT04155463
NCT04056611
NCT03724149
NCT03595228
NCT03558152
NCT03482141
NCT03461406
NCT03431974
NCT03408899
NCT04373746
NCT02506933
NCT02409810
NCT02175680
NCT01983462
NCT04766333
NCT04524104
NCT03722472
NCT04061577
NCT04430283
NCT04055090
NCT04508023
NCT04187144
NCT04027946
NCT03856047
NCT03797014
NCT03525431
NCT03456115
NCT03374956
NCT02725528
NCT02629614
NCT02585258
NCT02203604
NCT00701220
NCT01730833
NCT04040192
NCT02833311
NCT03829046
NCT03728426
NCT03045068
NCT05740098
NCT03001310
NCT05299359
NCT02725580
NCT05059080
NCT04839692
NCT04646668
NCT04486625
NCT04476017
NCT04422639
NCT04275089
NCT04182113
NCT02251106
NCT05175170
NCT05169905
NCT05101122
NCT05038163
NCT04096326
NCT04860804
NCT04072822
NCT04502524
NCT04487886
NCT04413617
NCT04055116
NCT04010747
NCT03743402
NCT03734861
NCT03646487
NCT03512262
NCT03499600
NCT02494570
NCT02278055
NCT02231879
NCT01968460
NCT01833806
NCT00544414
NCT04031846
NCT03531762
NCT03443869
NCT02737748
NCT02623699
NCT02599051
NCT04372927
NCT04605991
NCT04854031
NCT04296877
NCT03837379
NCT03824587
NCT02743897
NCT03416920
NCT04756128
NCT01572493
NCT02269267
NCT02255305
NCT01385059
NCT04439071
NCT02013427
NCT05138783
NCT03764059
NCT05434013
NCT05303324
NCT04909853
NCT04811664
NCT04119414
NCT04026256
NCT03955250
NCT03713632
NCT03642938
NCT03315754
NCT03182998
NCT02440711
NCT02223767
NCT02177617
NCT01695863
NCT01666808
NCT00017953
NCT04672252
NCT05604794
NCT05208866
NCT05158153
NCT04839185
NCT04745351
NCT04156802
NCT05291936
NCT03212989
NCT03200548
NCT03138733
NCT02798120
NCT01546753
NCT04004221
NCT04950998
NCT04378426
NCT04024072
NCT03828214
NCT03689530
NCT04188106
NCT05056870
NCT04501445
NCT04488822
NCT04472611
NCT04242186
NCT03875885
NCT03479502
NCT03341052
NCT03183128
NCT03006328
NCT02901067
NCT02558010
NCT02466074
NCT01147016
NCT05421754
NCT05037578
NCT04644276
NCT04380116
NCT04240093
NCT03694652
NCT03417154
NCT01596621
NCT01337245
NCT02186600
NCT05317312
NCT04644315
NCT04410523
NCT04390568
NCT03709706
NCT03497689
NCT03492437
NCT03193853
NCT02041195
NCT01771107
NCT04146116
NCT00667953
NCT03826199
NCT03775512
NCT04557215
NCT04292470
NCT04217590
NCT03954392
NCT03856593
NCT03785925
NCT03330106
NCT03164564
NCT02742246
NCT02708108
NCT02345265
NCT02340169
NCT03481907
NCT01899326
NCT01126190
NCT04888494
NCT04880070
NCT04807205
NCT04806100
NCT04785794
NCT04761822
NCT04584099
NCT04512040
NCT04391309
NCT04356690
NCT04241627
NCT04202965
NCT04056624
NCT03985098
NCT03870763
NCT03647501
NCT03634228
NCT03617783
NCT03587142
NCT03188705
NCT03032484
NCT03645681
NCT02955394
NCT02882321
NCT02520141
NCT02329847
NCT02314624
